row_type,case_id,test_type,purpose,suburb,state,postcode,tailgate,rank,expected_carrier,actual_carrier,carrier_status,expected_service,actual_service,service_status,expected_estimate_ex_gst,actual_estimate_ex_gst,difference,estimate_status,expected_total_weight_kg,actual_total_weight_kg,weight_status,expected_total_cubic_m3,actual_total_cubic_m3,cubic_status,overall_status,validation_status,source_page,notes
rank_output,CASE_003,Heavy SKU accepted / SM460-A,"Validate heavy SKU accepted by carriers and ranking for SM460-A × 4, Tailgate NO.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,822.72,822.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.3,
rank_output,CASE_004,Volumetric + Tailgate / multiple lines,Validate high cubic shipment with Tailgate YES and multiple lines of same SKU.,BLAIR ATHOL,SA,5084,YES,1,STEA,STEA,OK,ROAD,ROAD,OK,316.84,316.84,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.4,
rank_output,CASE_004,Volumetric + Tailgate / multiple lines,Validate high cubic shipment with Tailgate YES and multiple lines of same SKU.,BLAIR ATHOL,SA,5084,YES,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,414.64,414.65,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.4,
rank_output,CASE_004,Volumetric + Tailgate / multiple lines,Validate high cubic shipment with Tailgate YES and multiple lines of same SKU.,BLAIR ATHOL,SA,5084,YES,3,KTI,KTI,OK,GENERAL,GENERAL,OK,977.55,977.56,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.4,
rank_output,CASE_004,Volumetric + Tailgate / multiple lines,Validate high cubic shipment with Tailgate YES and multiple lines of same SKU.,BLAIR ATHOL,SA,5084,YES,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,1117.50,1117.50,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.4,
rank_output,CASE_005,Tailgate comparison / base two SKUs,Validate effect of Tailgate YES against CASE_002 same products/location.,BLAIR ATHOL,SA,5084,YES,1,STEA,STEA,OK,ROAD,ROAD,OK,376.40,376.40,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.5,
rank_output,CASE_005,Tailgate comparison / base two SKUs,Validate effect of Tailgate YES against CASE_002 same products/location.,BLAIR ATHOL,SA,5084,YES,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,455.81,455.81,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.5,
rank_output,CASE_005,Tailgate comparison / base two SKUs,Validate effect of Tailgate YES against CASE_002 same products/location.,BLAIR ATHOL,SA,5084,YES,3,COCHRN,COCHRN,OK,ROAD,ROAD,OK,497.57,497.58,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.5,
rank_output,CASE_005,Tailgate comparison / base two SKUs,Validate effect of Tailgate YES against CASE_002 same products/location.,BLAIR ATHOL,SA,5084,YES,4,KTI,KTI,OK,GENERAL,GENERAL,OK,1169.12,1169.13,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.5,
rank_output,CASE_006,Heavy SKU + Tailgate / SM460,Validate heavy SM460 × 4 with Tailgate YES.,BLAIR ATHOL,SA,5084,YES,1,STEA,STEA,OK,ROAD,ROAD,OK,257.28,257.28,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.6,
rank_output,CASE_006,Heavy SKU + Tailgate / SM460,Validate heavy SM460 × 4 with Tailgate YES.,BLAIR ATHOL,SA,5084,YES,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,331.72,331.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.6,
rank_output,CASE_006,Heavy SKU + Tailgate / SM460,Validate heavy SM460 × 4 with Tailgate YES.,BLAIR ATHOL,SA,5084,YES,3,KTI,KTI,OK,GENERAL,GENERAL,OK,785.98,785.98,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.6,
rank_output,CASE_006,Heavy SKU + Tailgate / SM460,Validate heavy SM460 × 4 with Tailgate YES.,BLAIR ATHOL,SA,5084,YES,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,1032.72,1032.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.6,
rank_output,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,1,KTI,KTI,OK,GENERAL,GENERAL,OK,684.17,684.43,0.26,FAIL,,,,,,,FAIL,validated_from_excel_screenshot,PDF p.7,
rank_output,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,959.13,959.13,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.7,
rank_output,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,3,TFMX,TFMX,OK,ROAD,ROAD,OK,1080.36,1080.37,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.7,
rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.8,
rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,59.43,59.43,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.8,
rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,3,TFMX,TFMX,OK,ROAD,ROAD,OK,65.77,65.78,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.8,
rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,68.80,68.80,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.8,
rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,5,KTI,KTI,OK,GENERAL,GENERAL,OK,174.26,174.26,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.8,
rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.9,
rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,59.43,59.43,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.9,
rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,3,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,77.65,77.66,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.9,
rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,4,KTI,KTI,OK,GENERAL,GENERAL,OK,174.26,174.26,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.9,
rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,76.16,76.16,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.10,
rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,91.92,91.92,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.10,
rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,3,COCHRN,COCHRN,OK,ROAD,ROAD,OK,118.86,118.86,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.10,
rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,4,KTI,KTI,OK,GENERAL,GENERAL,OK,328.83,328.84,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.10,
rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,1,STEA,STEA,OK,ROAD,ROAD,OK,138.16,138.16,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.11,
rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,165.86,165.86,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.11,
rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,3,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,196.92,196.92,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.11,
rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,4,KTI,KTI,OK,GENERAL,GENERAL,OK,402.83,402.84,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.11,
rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.12,
rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,59.43,59.43,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.12,
rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,174.26,174.26,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.12,
rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,386.76,386.76,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.12,
rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,76.16,76.16,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.13,
rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,118.86,118.86,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.13,
rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,328.83,328.84,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.13,
rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,530.17,530.18,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.13,
rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,133.28,133.28,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.14,
rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,237.72,237.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.14,
rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,637.98,637.98,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.14,
rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,822.72,822.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.14,
rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.15,
rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,59.43,59.43,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.15,
rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,174.26,174.26,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.15,
rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,446.63,446.64,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.15,
rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,76.16,76.16,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.16,
rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,118.86,118.86,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.16,
rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,328.83,328.84,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.16,
rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,447.07,447.08,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.16,
rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,104.72,104.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.17,
rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,178.29,178.29,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.17,
rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,483.40,483.41,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.17,
rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,550.56,550.56,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.17,
rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,133.28,133.28,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.18,
rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,237.72,237.72,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.18,
rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,637.98,637.98,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.18,
rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,702.74,702.74,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.18,
rank_output,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,1,KTI,KTI,OK,GENERAL,GENERAL,OK,154.23,154.28,0.05,FAIL,,,,,,,FAIL,validated_from_excel_screenshot,PDF p.19,
rank_output,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,196.89,196.89,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.19,
rank_output,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,3,TFMX,TFMX,OK,ROAD,ROAD,OK,337.01,337.02,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.19,
rank_output,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,1,KTI,KTI,OK,GENERAL,GENERAL,OK,376.23,376.28,0.05,FAIL,,,,,,,FAIL,validated_from_excel_screenshot,PDF p.20,
rank_output,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,511.89,511.89,0.00,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.20,
rank_output,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,3,TFMX,TFMX,OK,ROAD,ROAD,OK,697.01,697.02,0.01,OK,,,,,,,OK,validated_from_excel_screenshot,PDF p.20,
component_totals,CASE_001,Volumetric interstate / zone-rate lookup,"Validate VIC destination, volumetric SKU, interstate carrier ranking, Tailgate NO.",CAROLINE SPRINGS,VIC,3023,NO,,KTI,KTI,,GENERAL,GENERAL,,647.17,647.43,,,2196.5,2196.5000,OK,14.43,14.450000,FAIL,FAIL,validated_from_excel_screenshot,User latest screenshots 0630,"Corrected from latest Excel/app screenshots: postcode 3023; KTI 647.17, TEAMEX 854.13, TFMX 1020.36."
component_totals,CASE_002,Base consolidation / SA ranking,"Validate base two-SKU consolidation, SA destination, total weight/cubic, ranking without tailgate.",BLAIR ATHOL,SA,5084,NO,,TEAMEX,TEAMEX,,ROAD,ROAD,,145.28,140.81,,,1035.0,1035.0000,OK,0.912,1.032000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.1 bottom / p.2,Duplicate screenshot on p.2 confirms same result.
component_totals,CASE_003,Heavy SKU accepted / SM460-A,"Validate heavy SKU accepted by carriers and ranking for SM460-A × 4, Tailgate NO.",BLAIR ATHOL,SA,5084,NO,,STEA,STEA,,ROAD,ROAD,,133.28,133.28,,,8930.0,8930.0000,OK,4.351,4.431000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.3,This is SM460-A; do not merge with SM460 cases.
component_totals,CASE_004,Volumetric + Tailgate / multiple lines,Validate high cubic shipment with Tailgate YES and multiple lines of same SKU.,BLAIR ATHOL,SA,5084,YES,,STEA,STEA,,ROAD,ROAD,,316.84,316.84,,,10982.5,10982.5000,OK,28.86,28.960000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.4,Two lines: qty 1 and qty 4.
component_totals,CASE_005,Tailgate comparison / base two SKUs,Validate effect of Tailgate YES against CASE_002 same products/location.,BLAIR ATHOL,SA,5084,YES,,STEA,STEA,,ROAD,ROAD,,376.4,376.40,,,1035.0,1035.0000,OK,0.912,1.032000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.5,Same input as CASE_002 but Tailgate YES and newer fuel date.
component_totals,CASE_006,Heavy SKU + Tailgate / SM460,Validate heavy SM460 × 4 with Tailgate YES.,BLAIR ATHOL,SA,5084,YES,,STEA,STEA,,ROAD,ROAD,,257.28,257.28,,,8930.0,8930.0000,OK,4.782,4.862000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.6,"Observed SKU is SM460, not SM460-A."
component_totals,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,,KTI,KTI,,GENERAL,GENERAL,,684.17,684.43,,,2196.5,2196.5000,OK,14.43,14.450000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.7,Only 3 ranking rows visible.
component_totals,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,,STEA,STEA,,ROAD,ROAD,,47.6,47.60,,,102.5,102.5000,OK,0.336,0.356000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.8,Useful simple baseline with 5 visible rankings.
component_totals,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,,STEA,STEA,,ROAD,ROAD,,47.6,47.60,,,312.5,312.5000,OK,0.576,0.596000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.9,4 visible rankings.
component_totals,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,,STEA,STEA,,ROAD,ROAD,,76.16,76.16,,,415.0,415.0000,OK,0.912,0.952000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.10,Base consolidation small quantities.
component_totals,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,,STEA,STEA,,ROAD,ROAD,,138.16,138.16,,,415.0,415.0000,OK,0.912,0.952000,FAIL,FAIL,validated_from_excel_screenshot,PDF p.11,Same products as CASE_010 with Tailgate YES.
