sku,source_row_number,reasons,source_name,operational_name,source_description,operational_description,source_length_mm,source_width_mm,source_height_mm,source_outer_l_mm,source_outer_w_mm,source_outer_h_mm,operational_length_m,operational_width_m,operational_height_m,source_weight_kg,operational_weight_kg,source_cubic_m3,operational_cubic_m3,source_pallet,source_derived_cp,operational_cp,possible_unit_scale_warning,draft_name,draft_description,draft_dimensions,draft_weight,draft_cubic,draft_freight_type,previously_resolved_detected,identical_source_detected,bulk_safety_status,bulk_safety_issues,related_draft_memory_payloads_json
20772,6792,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Wheel Sup OffRd 500mm Max875kg,Wheel Sup OffRd 500mm Max875kg,"Wheel Support Device ""Offroad"" (500 mm) 1 Set = 4 Pcs. Capacity Per Item Max. 875 Kg","Wheel Support Device ""Offroad"" (500 mm) 1 Set = 4 Pcs. Capacity Per Item Max. 875 Kg",0.000000,0.000000,0.000000,0.0,0.0,0.0,1.2000,0.8000,0.3500,45.200000,70.0000,0.184000,0.336000,0.000000,C,C,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
20985,6824,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Wheel Sup Std 400mm Max875 Kg,Wheel Sup Std 400mm Max875 Kg,"Wheel Support Device ""Standard"" (400 mm) 1 Set = 4 Pieces, Capacity Per Item Max. 875 Kg","Wheel Support Device ""Standard"" (400 mm) 1 Set = 4 Pieces, Capacity Per Item Max. 875 Kg",0.000000,0.000000,0.000000,0.0,0.0,0.0,1.2000,0.8000,0.6000,40.000000,280.0000,0.152000,0.576000,0.000000,C,C,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
4.3CP-JARVIS-1,9460,,Hoist- Jarvis Trinity Gardens,Hoist- Jarvis Trinity Gardens,Hoist- Jarvis Trinity Gardens,Hoist- Jarvis Trinity Gardens,4960.000000,2120.000000,700.000000,4960.0,2120.0,700.0,4.9600,2.1200,0.7000,2500.000000,2500.0000,7.361000,7.361000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
4.3CP-JARVIS-2,9461,,Pallet -Jarvis Trinity Gardens,Pallet -Jarvis Trinity Gardens,Pallet - Jarvis Trinity Gardens,Pallet - Jarvis Trinity Gardens,700.000000,700.000000,2120.000000,700.0,700.0,2120.0,0.7000,0.7000,2.1200,300.000000,300.0000,1.039000,1.039000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
40UE,9637,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT,BrdbryHst40UE-3ph(Part 1 of 2),BrdbryHst40UE-3ph(Part 1 of 2),Bradbury Hoist 40UE 2PST - 3ph - Include Power Unit,Bradbury Hoist 40UE 2PST - 3ph - Include Power Unit,0.000000,0.000000,0.000000,3750.0,450.0,750.0,3.7500,0.4500,0.7500,703.000000,800.0000,3.701000,3.701000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
75S-Q,15402,,Mobile 75S Q/tine (Barth Bros),Mobile 75S Q/tine (Barth Bros),Mobile 75S Quarantine (Barth Bros) 4 Columns = 1 Set/Item,Mobile 75S Quarantine (Barth Bros) 4 Columns = 1 Set/Item,1170.000000,1170.000000,2580.000000,1170.0,1170.0,2580.0,1.1700,1.1700,2.5800,2164.000000,2164.0000,14.128000,14.128000,4.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
778413,15559,,Recess Kit for Magix 30,Recess Kit for Magix 30,Recess Kit for Magix 30,Recess Kit for Magix 30,2170.000000,790.000000,350.000000,2170.0,790.0,350.0,2.1700,0.7900,0.3500,77.000000,77.0000,0.600000,0.600000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
778483,15562,,Imbedding Frame MagiX 35 DS II,Imbedding Frame MagiX 35 DS II,"Imbedding Frame MagiX 35 DS II, Galvanised for recessed install","Imbedding Frame MagiX 35 DS II, Galvanised for recessed install",2340.000000,900.000000,370.000000,2340.0,900.0,370.0,2.3400,0.9000,0.3700,90.000000,90.0000,0.779000,0.779000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
794037,15636,CUBIC_DIFFERENT,Traverse Kit,Traverse Kit,Traverse Kit,Traverse Kit,1500.000000,290.000000,320.000000,1500.0,290.0,320.0,1.5000,0.2900,0.3200,55.000000,55.0000,0.139000,0.139200,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
835318,15796,,Set of Platform Extensions,Set of Platform Extensions,Set of Platform Extensions,Set of Platform Extensions,910.000000,620.000000,490.000000,910.0,620.0,490.0,0.9100,0.6200,0.4900,113.000000,113.0000,0.276000,0.276000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
BFRAME,18275,,BASE FRAME,BASE FRAME,Base Frame - SKID,Base Frame - SKID,1600.000000,150.000000,150.000000,1600.0,150.0,150.0,1.6000,0.1500,0.1500,48.000000,48.0000,0.036000,0.036000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
BIGLIFT-2.55,18364,,Biglift 2.55 In-Ground Hoist,Biglift 2.55 In-Ground Hoist,Biglift 2.55 In-Ground Hoist,Biglift 2.55 In-Ground Hoist,2600.000000,1100.000000,800.000000,2600.0,1100.0,800.0,2.6000,1.1000,0.8000,770.000000,770.0000,2.288000,2.288000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
BRH4443,19546,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Bradbury Hoist H4443 - 3 Parts,Bradbury Hoist H4443 - 3 Parts,Bradbury Hoist H4443 - 3 Parts,Bradbury Hoist H4443 - 3 Parts,0.000000,0.000000,0.000000,4700.0,750.0,1050.0,4.7000,0.7500,1.0500,1750.000000,1750.0000,3.701000,3.701000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
BRH4543,19547,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Bradbury Hoist H4543 - 3 Parts,Bradbury Hoist H4543 - 3 Parts,Bradbury Hoist H4543 - 3 Parts,Bradbury Hoist H4543 - 3 Parts,0.000000,0.000000,0.000000,5850.0,910.0,420.0,5.8500,0.9100,0.4200,2242.000000,2242.0000,4.851000,4.851000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
BRH4543+4,19548,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Major 5230 Bradbury  - 4 Parts,Major 5230 Bradbury  - 4 Parts,Major 5230 Bradbury Wheel Free - 4 Parts,Major 5230 Bradbury Wheel Free - 4 Parts,0.000000,0.000000,0.000000,5850.0,910.0,420.0,5.8500,0.9100,0.4200,2256.000000,2256.0000,5.069000,5.069000,4.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CASSETTE,21641,,12276 - Cassette 2300mm,12276 - Cassette 2300mm,12276 - Cassette 2300mm,12276 - Cassette 2300mm,2560.000000,520.000000,2450.000000,2560.0,520.0,2450.0,2.5600,0.5200,2.4500,580.000000,580.0000,3.261000,3.261000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CASSETTE-SKODA,21642,,Cassette for Inground Hoist,Cassette for Inground Hoist,Cassette for Inground Hoist,Cassette for Inground Hoist,2570.000000,1560.000000,2580.000000,2570.0,1560.0,2580.0,2.5700,1.5600,2.5800,1760.000000,1760.0000,10.344000,10.344000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CASSETTE12103,21643,,12103 - Cassette 2300mm,12103 - Cassette 2300mm,12103- Cassette 2300mm,12103- Cassette 2300mm,2560.000000,520.000000,2450.000000,2560.0,520.0,2450.0,2.5600,0.5200,2.4500,580.000000,580.0000,3.261000,3.261000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM245-A,22535,,Electro-Hydraulic Two Post Hst,Electro-Hydraulic Two Post Hst,Electro-Hydraulic Two Post Hoist,Electro-Hydraulic Two Post Hoist,4000.000000,930.000000,520.000000,4000.0,930.0,520.0,4.0000,0.9300,0.5200,947.000000,947.0000,1.934000,1.934000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM245-A-1PH,22536,,Electro-Hydr Two Post Hst 1PH,Electro-Hydr Two Post Hst 1PH,Electro-Hydraulic Two Post Hoist Single Phase (1PH),Electro-Hydraulic Two Post Hoist Single Phase (1PH),4000.000000,930.000000,520.000000,4000.0,930.0,520.0,4.0000,0.9300,0.5200,947.000000,947.0000,1.934000,1.934000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM245-A-Q,22538,,Elec-Hyd TwoPost - Quarantine,Elec-Hyd TwoPost - Quarantine,Electro-Hydraulic Two Post Hoist - Missing Parts,Electro-Hydraulic Two Post Hoist - Missing Parts,4000.000000,930.000000,520.000000,4000.0,930.0,520.0,4.0000,0.9300,0.5200,947.000000,947.0000,1.934000,1.934000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM245-AS,22540,,Electro-Hydraulic 2 Post Hoist,Electro-Hydraulic 2 Post Hoist,Electro-Hydraulic Two Post Hoist,Electro-Hydraulic Two Post Hoist,2930.000000,1120.000000,500.000000,2930.0,1120.0,500.0,2.9300,1.1200,0.5000,825.000000,825.0000,1.641000,1.641000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM245-AS-1PH,22542,,Electro-Hydraulic 2 Post Hoist,Electro-Hydraulic 2 Post Hoist,Electro-Hydraulic Two Post Hoist (Single Phase),Electro-Hydraulic Two Post Hoist (Single Phase),2930.000000,1120.000000,500.000000,2930.0,1120.0,500.0,2.9300,1.1200,0.5000,825.000000,825.0000,1.641000,1.641000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM245-AS-SPKIT,22550,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,CM245-AS Spacer Kit,CM245-AS Spacer Kit,CM245-AS Spacer Kit,CM245-AS Spacer Kit,0.000000,0.000000,0.000000,180.0,160.0,90.0,0.1800,0.1600,0.0900,1.000000,210.0000,0.002600,0.545000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM255-A,22552,CUBIC_DIFFERENT,2 Post 5.5T Hoist - RAL2002,2 Post 5.5T Hoist - RAL2002,2 Post 5.5T Hoist -  MASCOT (RAL2002),2 Post 5.5T Hoist -  MASCOT (RAL2002),4000.000000,1010.000000,690.000000,4000.0,1010.0,690.0,4.0000,1.0100,0.6900,1058.000000,1058.0000,3.074000,2.788000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM350-LS,22557,DIMENSIONS_DIFFERENT,Mid Rise Scissor 3.5T 2Parts,Mid Rise Scissor 3.5T 2Parts,Mid Rise Scissor 3.5T - This has 2  Parts to it.,Mid Rise Scissor 3.5T - This has 2  Parts to it.,2180.000000,2080.000000,520.000000,2180.0,2080.0,560.0,2.1800,2.0800,0.5600,689.000000,689.0000,1.319000,1.319000,2.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM360,22558,WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Double Scissor 3.6T 2PT,Double Scissor 3.6T 2PT,Double Scissor 3.6T has 2 Crates,Double Scissor 3.6T has 2 Crates,1700.000000,720.000000,860.000000,1700.0,720.0,860.0,1.7000,0.7200,0.8600,848.000000,792.0000,0.803000,1.052000,2.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM5500-A,22564,,Platform Scissor 5.5T4.6m,Platform Scissor 5.5T4.6m,Platform Scissor 5.5T4.6m,Platform Scissor 5.5T4.6m,5300.000000,780.000000,750.000000,5300.0,780.0,750.0,5.3000,0.7800,0.7500,3055.000000,3055.0000,3.101000,3.101000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CM5500-AL,22566,DIMENSIONS_DIFFERENT,Platform Scissor 5.5T 3Parts,Platform Scissor 5.5T 3Parts,Platform Scissor 5.5T 3 Parts,Platform Scissor 5.5T 3 Parts,5300.000000,780.000000,750.000000,5220.0,1380.0,760.0,5.2200,1.3800,0.7600,3058.000000,3058.0000,3.642000,3.642000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE01,22817,CUBIC_DIFFERENT,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,1480.000000,1000.000000,840.000000,1480.0,1000.0,840.0,1.4800,1.0000,0.8400,259.000000,259.0000,0.000000,0.001000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE02,22818,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,1020.000000,720.000000,760.000000,1020.0,720.0,760.0,1.0200,0.7200,0.7600,53.000000,53.0000,0.558000,0.558000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE03,22819,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,2220.000000,310.000000,300.000000,2220.0,310.0,300.0,2.2200,0.3100,0.3000,142.000000,142.0000,0.206000,0.206000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE04,22820,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,2220.000000,520.000000,300.000000,2220.0,520.0,300.0,2.2200,0.5200,0.3000,277.000000,277.0000,0.346000,0.346000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE05,22821,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,2670.000000,220.000000,330.000000,2670.0,220.0,330.0,2.6700,0.2200,0.3300,28.000000,28.0000,0.194000,0.194000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE06,22822,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,1320.000000,620.000000,720.000000,1320.0,620.0,720.0,1.3200,0.6200,0.7200,204.000000,204.0000,0.589000,0.589000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE07,22823,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,1320.000000,620.000000,720.000000,1320.0,620.0,720.0,1.3200,0.6200,0.7200,150.000000,150.0000,0.589000,0.589000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CRATE08,22824,,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,Crate of Spare Parts,1320.000000,620.000000,720.000000,1320.0,620.0,720.0,1.3200,0.6200,0.7200,239.000000,239.0000,0.589000,0.589000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
CROSS-BAR,22869,WEIGHT_DIFFERENT,Cross-Bar for CM5500-A Hoist,Cross-Bar for CM5500-A Hoist,Cross-Bar for  CM5500-A Hoist,Cross-Bar for  CM5500-A Hoist,2420.000000,410.000000,380.000000,2420.0,410.0,380.0,2.4200,0.4100,0.3800,94.000000,658.0000,0.377000,0.377000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
DL240B,24590,,DunlopBase TwoPostHoist SL,DunlopBase TwoPostHoist SL,Dunlop Base Two Post Hoist Single Phase,Dunlop Base Two Post Hoist Single Phase,2870.000000,840.000000,510.000000,2870.0,840.0,510.0,2.8700,0.8400,0.5100,821.000000,821.0000,1.230000,1.230000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
DL240B-PARTB,24592,,Dunlop TwoPostHoist SL Part B,Dunlop TwoPostHoist SL Part B,Dunlop Base Two Post Hoist Single Phase Part B,Dunlop Base Two Post Hoist Single Phase Part B,3260.000000,470.000000,150.000000,3260.0,470.0,150.0,3.2600,0.4700,0.1500,162.000000,162.0000,0.230000,0.230000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
DL240BPART,24593,,Part B of DL240B,Part B of DL240B,Part B of DL240B,Part B of DL240B,3300.000000,470.000000,160.000000,3300.0,470.0,160.0,3.3000,0.4700,0.1600,100.000000,100.0000,0.248000,0.248000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
DSSDK,24691,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Double Scissor - SM300,Double Scissor - SM300,Double Scissor,Double Scissor,0.000000,0.000000,0.000000,2750.0,760.0,760.0,2.7500,0.7600,0.7600,877.000000,877.0000,0.977000,0.977000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
GREENCARE,26497,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | CUBIC_DIFFERENT,Maestro 2.20 Grn Care 2 Parts,Maestro 2.20 Grn Care 2 Parts,Maestro 2.20 Green Care - 2 Parts,Maestro 2.20 Green Care - 2 Parts,0.000000,0.000000,0.000000,4730.0,1000.0,490.0,4.7300,1.0000,0.4900,860.000000,860.0000,2.031000,1.900000,2.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
H2401B,26635,,Bradbury 2 Post Single Phase,Bradbury 2 Post Single Phase,Bradbury 2 Post Hoist Single Phase,Bradbury 2 Post Hoist Single Phase,2930.000000,1120.000000,500.000000,2930.0,1120.0,500.0,2.9300,1.1200,0.5000,890.000000,890.0000,1.641000,1.641000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
H4443,26664,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT,Bradbury Wheels Free Hoist,Bradbury Wheels Free Hoist,Bradbury Wheels Free Hoist,Bradbury Wheels Free Hoist,0.000000,0.000000,0.000000,4730.0,840.0,420.0,4.7300,0.8400,0.4200,1735.000000,1735.0000,4.276000,4.276000,4.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
H4443-WA,26665,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | CUBIC_DIFFERENT,Bradbury Hoist H4443 - 3 Parts,Bradbury Hoist H4443 - 3 Parts,Bradbury Hoist H4443 - 3 Parts,Bradbury Hoist H4443 - 3 Parts,0.000000,0.000000,0.000000,5850.0,840.0,420.0,5.8500,0.8400,0.4200,1728.000000,1728.0000,4.060000,4.058000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
H4543,26666,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Bradbury Wheels Free Hoist,Bradbury Wheels Free Hoist,Bradbury Wheels Free Hoist,Bradbury Wheels Free Hoist,0.000000,0.000000,0.000000,1150.0,910.0,420.0,1.1500,0.9100,0.4200,2277.000000,2249.0000,7.045000,5.069000,3.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
H4543-LEDKIT,26667,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,LED Kit for H4543 Hoist,LED Kit for H4543 Hoist,LED Kit for H4543 Hoist,LED Kit for H4543 Hoist,0.000000,0.000000,0.000000,820.0,200.0,200.0,0.8200,0.2000,0.2000,13.600000,353.6000,0.062000,1.612000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
IMBEDDING-FRAME,27376,,Imbedding frame for Magix 35,Imbedding frame for Magix 35,Imbeddding Frame for Magix 35DS-2,Imbeddding Frame for Magix 35DS-2,2320.000000,910.000000,350.000000,2320.0,910.0,350.0,2.3200,0.9100,0.3500,34.000000,34.0000,0.739000,0.739000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J201-4010000,27469,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | POSSIBLE_MM_CM_SCALE,Column Extension - 600mm,Column Extension - 600mm,Column Extension 600mm,Column Extension 600mm,0.000000,0.000000,0.000000,8200.0,3500.0,6400.0,0.8200,0.3500,0.6400,62.000000,62.0000,0.184000,0.184000,1.000000,P,P,TL_APPROX_10X_OPERATIONAL,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J201-4020000,27470,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | CUBIC_DIFFERENT | POSSIBLE_MM_CM_SCALE,Column Extension (1200mm),Column Extension (1200mm),Column Extension (1200mm),Column Extension (1200mm),0.000000,0.000000,0.000000,14000.0,3500.0,6000.0,1.3900,0.3600,0.6500,112.000000,112.0000,0.325500,0.325000,1.000000,P,P,TL_APPROX_10X_OPERATIONAL,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J201-4070000,27471,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Pad Extension Kit 80 + 180mm,Pad Extension Kit 80 + 180mm,"Pad Extension Kit 80 + 180mm (7pc of each size, 2 bracket)","Pad Extension Kit 80 + 180mm (7pc of each size, 2 bracket)",0.000000,0.000000,0.000000,2120.0,170.0,170.0,2.1200,0.1700,0.1700,12.300000,1230.0000,0.009500,0.954000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J213-1041000,27474,SOURCE_DIMENSIONS_ZERO | DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Carrage,Carrage,"Pad Extension Kit 80 + 180mm (7pc of each size, 2 bracket)","Pad Extension Kit 80 + 180mm (7pc of each size, 2 bracket)",0.000000,0.000000,0.000000,4600.0,320.0,520.0,4.6000,0.3200,0.5200,0.770000,77.0000,0.009500,0.954000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J301-2200000,27491,DIMENSIONS_DIFFERENT | WEIGHT_DIFFERENT | CUBIC_DIFFERENT,Cross Bar Set CM5500,Cross Bar Set CM5500,Cross Bar Set CM5500 RAL 9005,Cross Bar Set CM5500 RAL 9005,2320.000000,320.000000,270.000000,22500.0,2900.0,2500.0,9.9900,9.9900,9.9900,100.000000,1005.0000,0.200000,997.002999,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J404-11900000_2,27511,,J404-1190000 1 Crate 2 Units,J404-1190000 1 Crate 2 Units,J404-1190000 1 Crate Containing 2 Units,J404-1190000 1 Crate Containing 2 Units,1720.000000,660.000000,330.000000,1720.0,660.0,330.0,1.7200,0.6600,0.3300,166.000000,166.0000,0.375000,0.375000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
J404-11900000_3,27512,,J404-1190000 1 CRATE OF 3,J404-1190000 1 CRATE OF 3,J404-1190000 1 CRATE OF 3,J404-1190000 1 CRATE OF 3,1750.000000,690.000000,460.000000,1750.0,690.0,460.0,1.7500,0.6900,0.4600,245.000000,245.0000,0.555000,0.555000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
JACKINGBEAM-A,27519,,21089 Jacking Beam A,21089 Jacking Beam A,21089 Jacking Beam A,21089 Jacking Beam A,830.000000,430.000000,350.000000,830.0,430.0,350.0,0.8300,0.4300,0.3500,120.000000,120.0000,0.125000,0.125000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
JL32RAL5001,27588,,Jumbo Lift 3200 RAL 5001,Jumbo Lift 3200 RAL 5001,"Jumbo Lift 3200 NT HyperFlow Above-Ground w/ CE Stop, RAL 5001","Jumbo Lift 3200 NT HyperFlow Above-Ground w/ CE Stop, RAL 5001",1750.000000,770.000000,770.000000,1750.0,770.0,770.0,1.7500,0.7700,0.7700,920.000000,920.0000,1.038000,1.038000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
JL32RAL7016,27589,,Jumbo Lift 3200 RAL 7016,Jumbo Lift 3200 RAL 7016,"Jumbo Lift 3200 NT HyperFlow Above-Ground w/ CE Stop, RAL 7016","Jumbo Lift 3200 NT HyperFlow Above-Ground w/ CE Stop, RAL 7016",1750.000000,770.000000,770.000000,1750.0,770.0,770.0,1.7500,0.7700,0.7700,920.000000,920.0000,1.038000,1.038000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
JL32RAL7016-1PH,27590,,Jumbo Lift 3200 NT 1PH,Jumbo Lift 3200 NT 1PH,Jumbo Lift 3200 NT 1PH,Jumbo Lift 3200 NT 1PH,1750.000000,770.000000,770.000000,1750.0,770.0,770.0,1.7500,0.7700,0.7700,920.000000,920.0000,1.038000,1.038000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
JUMBO,27607,,Jumbo JLB032 RAL5001,Jumbo JLB032 RAL5001,Jumbo JLB032 RAL5001,Jumbo JLB032 RAL5001,1750.000000,770.000000,770.000000,1750.0,770.0,770.0,1.7500,0.7700,0.7700,920.000000,920.0000,1.038000,1.038000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER 4.3-CP,28558,,Laser 4.3-CP,Laser 4.3-CP,Laser 4.3-CP,Laser 4.3-CP,4960.000000,2120.000000,700.000000,4960.0,2120.0,700.0,4.9600,2.1200,0.7000,2500.000000,2500.0000,7.361000,7.361000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2-CP-LCA,28559,DIMENSIONS_DIFFERENT | CUBIC_DIFFERENT,Laser P/Hoist 3PH - Ral 7016,Laser P/Hoist 3PH - Ral 7016,Laser Parking Hoist 3PH - Ral 7016,Laser Parking Hoist 3PH - Ral 7016,3900.000000,1120.000000,700.000000,3900.0,1120.0,1150.0,3.9000,1.1200,1.1500,1100.000000,1100.0000,3.058000,5.023000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2-CP-LCB,28560,DIMENSIONS_DIFFERENT | CUBIC_DIFFERENT,Laser P/Hoist 3PH - Ral 7016,Laser P/Hoist 3PH - Ral 7016,Laser Parking Hoist 3PH - Ral 7016,Laser Parking Hoist 3PH - Ral 7016,3900.000000,1120.000000,700.000000,3900.0,1120.0,1150.0,3.9000,1.1200,1.1500,1100.000000,1100.0000,3.058000,5.023000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP,28562,,2.2CP Parking Hoist,2.2CP Parking Hoist,2.2CP Parking Hoist,2.2CP Parking Hoist,4400.000000,1120.000000,800.000000,4400.0,1120.0,800.0,4.4000,1.1200,0.8000,1100.000000,1100.0000,3.942000,3.942000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP-3M-A,28563,DIMENSIONS_DIFFERENT | CUBIC_DIFFERENT,Laser P/Hoist 1PH (Ral 7016),Laser P/Hoist 1PH (Ral 7016),Laser Parking Hoist 1PH (Ral 7016),Laser Parking Hoist 1PH (Ral 7016),3900.000000,1120.000000,700.000000,3900.0,1120.0,1150.0,3.9000,1.1200,1.1500,1100.000000,1100.0000,3.058000,5.023000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
LASER-2.2CP-A,28565,,2.2CP Parking Hoist Grey,2.2CP Parking Hoist Grey,2.2CP Parking Hoist Grey,2.2CP Parking Hoist Grey,3870.000000,1120.000000,690.000000,3870.0,1120.0,690.0,3.8700,1.1200,0.6900,1100.000000,1100.0000,2.991000,2.991000,1.000000,P,P,,,,,,,,False,False,UNKNOWN_DRAFT,,[]
