row_type,check_type,case_id,test_type,purpose,suburb,state,postcode,tailgate,rank,expected_carrier,actual_carrier,carrier_status,expected_service,actual_service,service_status,expected_estimate_ex_gst,actual_estimate_ex_gst,difference,estimate_status,expected_total_weight_kg,actual_total_weight_kg,weight_status,expected_total_cubic_m3,actual_total_cubic_m3,cubic_status,actual_rating_cubic_m3,pallet_cubic_adjustment_m3,overall_status,validation_status,source_page,notes
rank_output,rank_output,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,927.61,927.62,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_007,Volumetric interstate + Tailgate,Validate VIC volumetric SKU with Tailgate YES against CASE_001.,CAROLINE SPRINGS,VIC,3020,YES,3,TFMX,TFMX,OK,ROAD,ROAD,OK,1017.47,1017.47,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,55.71,55.72,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,3,TFMX,TFMX,OK,ROAD,ROAD,OK,61.72,61.72,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,66.07,66.07,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_008,Minimum/simple single SKU,"Validate small single SKU 20772 × 1, minimum/base charge and ranking.",BLAIR ATHOL,SA,5084,NO,5,KTI,KTI,OK,GENERAL,GENERAL,OK,170.86,170.86,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,55.71,55.72,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,3,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,74.57,74.58,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_009,Minimum/simple second SKU,"Validate single SKU 20985 × 1, different weight/cubic from CASE_008.",BLAIR ATHOL,SA,5084,NO,4,KTI,KTI,OK,GENERAL,GENERAL,OK,170.86,170.86,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,76.16,76.16,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,88.27,88.27,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,3,COCHRN,COCHRN,OK,ROAD,ROAD,OK,111.43,111.43,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_010,Small two-SKU consolidation,Validate two SKUs with quantity 1 each and combined totals.,BLAIR ATHOL,SA,5084,NO,4,KTI,KTI,OK,GENERAL,GENERAL,OK,322.41,322.41,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,1,STEA,STEA,OK,ROAD,ROAD,OK,138.16,138.16,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,158.43,158.43,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,3,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,193.27,193.27,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_011,Small two-SKU consolidation + Tailgate,Validate Tailgate YES on small two-SKU consolidation against CASE_010.,BLAIR ATHOL,SA,5084,YES,4,KTI,KTI,OK,GENERAL,GENERAL,OK,396.41,396.41,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,55.71,55.72,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,170.86,170.86,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_012,Heavy escalation / SM460 qty 1,"Validate SM460 quantity 1, heavy/volumetric baseline and ranking.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,378.16,378.16,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,76.16,76.16,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,111.43,111.43,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,322.41,322.41,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_013,Heavy escalation / SM460 qty 2,Validate SM460 quantity 2 to detect break/ranking changes.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,515.88,515.88,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,133.28,133.28,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,222.86,222.86,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,625.52,625.52,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_014,Heavy escalation / SM460 qty 4,Validate SM460 quantity 4 without tailgate.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,796.82,796.82,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,47.60,47.60,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,55.71,55.72,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,170.86,170.86,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_015,Volumetric SA qty 1,"Validate volumetric SKU in SA without tailgate, qty 1.",BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,431.29,431.29,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,76.16,76.16,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,111.43,111.43,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,322.41,322.41,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_016,Volumetric SA escalation qty 2,Validate volumetric SKU qty 2 and ranking change.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,431.71,431.72,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,104.72,104.72,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,167.14,167.15,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,473.96,473.97,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_017,Volumetric SA escalation qty 3,Validate volumetric SKU qty 3 and ranking change.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,531.09,531.09,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,1,STEA,STEA,OK,ROAD,ROAD,OK,133.28,133.28,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,2,COCHRN,COCHRN,OK,ROAD,ROAD,OK,222.86,222.86,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,3,KTI,KTI,OK,GENERAL,GENERAL,OK,625.52,625.52,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_018,Volumetric SA escalation qty 4,Validate volumetric SKU qty 4 and ranking change.,BLAIR ATHOL,SA,5084,NO,4,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,677.23,677.24,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,1,KTI,KTI,OK,GENERAL,GENERAL,OK,151.22,151.22,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,189.07,189.08,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_019,Interstate base two SKUs,"Validate same base products as CASE_002 but VIC destination, Tailgate NO.",CAROLINE SPRINGS,VIC,3020,NO,3,TFMX,TFMX,OK,ROAD,ROAD,OK,316.24,316.24,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,1,KTI,KTI,OK,GENERAL,GENERAL,OK,373.21,373.22,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,2,TEAMEX,TEAMEX,OK,ROAD,ROAD,OK,504.07,504.08,0.01,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
rank_output,rank_output,CASE_020,Interstate base two SKUs + Tailgate,Validate CASE_019 with Tailgate YES.,CAROLINE SPRINGS,VIC,3020,YES,3,TFMX,TFMX,OK,ROAD,ROAD,OK,676.24,676.24,0.00,OK,,,,,,,,,OK,generated_from_excel_live,Microsoft Excel automation,Generated on demand from live Excel workbook.
component_totals,component_totals,CASE_001,Volumetric interstate / zone-rate lookup,"Validate VIC destination, volumetric SKU, interstate carrier ranking, Tailgate NO.",CAROLINE SPRINGS,VIC,3023,NO,,,KTI,,,GENERAL,,,634.53,,,2196.5,2196.5000,OK,14.43,14.430000,OK,14.450000,0.02,OK,generated_from_excel_live,Microsoft Excel automation,Totals read from configured Calculator cells.
