"row_type","case_id","test_type","purpose","suburb","state","postcode","tailgate","rank","expected_carrier","actual_carrier","carrier_status","expected_service","actual_service","service_status","expected_estimate_ex_gst","actual_estimate_ex_gst","difference","estimate_status","expected_total_weight_kg","actual_total_weight_kg","weight_status","expected_total_cubic_m3","actual_total_cubic_m3","cubic_status","overall_status","validation_status","source_page","notes"
"component_totals","CASE_008","Minimum/simple single SKU","Validate small single SKU 20772 ? 1, minimum/base charge and ranking.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","47.6","47.60","","","102.5","102.5000","OK","0.336","0.356000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.8","Useful simple baseline with 5 visible rankings."
"component_totals","CASE_009","Minimum/simple second SKU","Validate single SKU 20985 ? 1, different weight/cubic from CASE_008.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","47.6","47.60","","","312.5","312.5000","OK","0.576","0.596000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.9","4 visible rankings."
"component_totals","CASE_010","Small two-SKU consolidation","Validate two SKUs with quantity 1 each and combined totals.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","76.16","76.16","","","415.0","415.0000","OK","0.912","0.952000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.10","Base consolidation small quantities."
"component_totals","CASE_011","Small two-SKU consolidation + Tailgate","Validate Tailgate YES on small two-SKU consolidation against CASE_010.","BLAIR ATHOL","SA","5084","YES","","STEA","STEA","","ROAD","ROAD","","138.16","138.16","","","415.0","415.0000","OK","0.912","0.952000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.11","Same products as CASE_010 with Tailgate YES."
"component_totals","CASE_012","Heavy escalation / SM460 qty 1","Validate SM460 quantity 1, heavy/volumetric baseline and ranking.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","47.6","47.60","","","2232.5","2232.5000","OK","4.782","4.802000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.12","Observed SKU is SM460."
"component_totals","CASE_013","Heavy escalation / SM460 qty 2","Validate SM460 quantity 2 to detect break/ranking changes.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","76.16","76.16","","","4465.0","4465.0000","OK","4.782","4.822000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.13","Compare with CASE_012 and CASE_014."
"component_totals","CASE_014","Heavy escalation / SM460 qty 4","Validate SM460 quantity 4 without tailgate.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","133.28","133.28","","","8930.0","8930.0000","OK","4.782","4.862000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.14","Compare with CASE_006 Tailgate YES."
"component_totals","CASE_015","Volumetric SA qty 1","Validate volumetric SKU in SA without tailgate, qty 1.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","47.6","47.60","","","2196.5","2196.5000","OK","14.43","14.450000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.15","Compare with CASE_001 same SKU but VIC."
"component_totals","CASE_016","Volumetric SA escalation qty 2","Validate volumetric SKU qty 2 and ranking change.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","76.16","76.16","","","4393.0","4393.0000","OK","14.43","14.470000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.16","Note Excel screenshot keeps total cubic at 14.430."
"component_totals","CASE_017","Volumetric SA escalation qty 3","Validate volumetric SKU qty 3 and ranking change.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","104.72","104.72","","","6589.5","6589.5000","OK","14.43","14.490000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.17","Note Excel screenshot keeps total cubic at 14.430."
"component_totals","CASE_018","Volumetric SA escalation qty 4","Validate volumetric SKU qty 4 and ranking change.","BLAIR ATHOL","SA","5084","NO","","STEA","STEA","","ROAD","ROAD","","133.28","133.28","","","8786.0","8786.0000","OK","14.43","14.510000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.18","Compare with CASE_004 multi-line Tailgate YES."
"component_totals","CASE_019","Interstate base two SKUs","Validate same base products as CASE_002 but VIC destination, Tailgate NO.","CAROLINE SPRINGS","VIC","3020","NO","","KTI","KTI","","GENERAL","GENERAL","","154.23","154.28","","","1035.0","1035.0000","OK","0.912","1.032000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.19","Only 3 ranking rows visible."
"component_totals","CASE_020","Interstate base two SKUs + Tailgate","Validate CASE_019 with Tailgate YES.","CAROLINE SPRINGS","VIC","3020","YES","","KTI","KTI","","GENERAL","GENERAL","","376.23","376.28","","","1035.0","1035.0000","OK","0.912","1.032000","FAIL","FAIL","validated_from_excel_screenshot","PDF p.20","Only 3 ranking rows visible."
